"App","Input","Offset","Count","Hex","Op","Arg","Left"
"Gnu","0501","00000","01","05",".byte","0x5","01"
"Gnu","0601","00000","01","06","push","es","01"
"Gnu","0701","00000","01","07","pop","es","01"
"Gnu","0801","00000","02","0801","or","BYTE PTR [bx+di],al","00"
"Gnu","0901","00000","02","0901","or","WORD PTR [bx+di],ax","00"
"Gnu","0A01","00000","02","0A01","or","al,BYTE PTR [bx+di]","00"
"Gnu","0B01","00000","02","0B01","or","ax,WORD PTR [bx+di]","00"
"Gnu","0C01","00000","02","0C01","or","al,0x1","00"
"Gnu","0D01","00000","01","0D",".byte","0xd","01"
"Gnu","0E01","00000","01","0E","push","cs","01"
"Gnu","0F01","00000","01","0F",".byte","0xf","01"
"Gnu","1001","00000","02","1001","adc","BYTE PTR [bx+di],al","00"
"Gnu","1101","00000","02","1101","adc","WORD PTR [bx+di],ax","00"
"Gnu","1201","00000","02","1201","adc","al,BYTE PTR [bx+di]","00"
"Gnu","1301","00000","02","1301","adc","ax,WORD PTR [bx+di]","00"
"Gnu","1401","00000","02","1401","adc","al,0x1","00"
"Gnu","1501","00000","01","15",".byte","0x15","01"
"Gnu","1601","00000","01","16","push","ss","01"
"Gnu","1701","00000","01","17","pop","ss","01"
"Gnu","1801","00000","02","1801","sbb","BYTE PTR [bx+di],al","00"
"Gnu","1901","00000","02","1901","sbb","WORD PTR [bx+di],ax","00"
"Gnu","1A01","00000","02","1A01","sbb","al,BYTE PTR [bx+di]","00"
"Gnu","1B01","00000","02","1B01","sbb","ax,WORD PTR [bx+di]","00"
"Gnu","1C01","00000","02","1C01","sbb","al,0x1","00"
"Gnu","1D01","00000","01","1D",".byte","0x1d","01"
"Gnu","1E01","00000","01","1E","push","ds","01"
"Gnu","1F01","00000","01","1F","pop","ds","01"
"Gnu","2001","00000","02","2001","and","BYTE PTR [bx+di],al","00"
"Gnu","2101","00000","02","2101","and","WORD PTR [bx+di],ax","00"
"Gnu","2201","00000","02","2201","and","al,BYTE PTR [bx+di]","00"
"Gnu","2301","00000","02","2301","and","ax,WORD PTR [bx+di]","00"
"Gnu","2401","00000","02","2401","and","al,0x1","00"
"Gnu","2501","00000","01","25",".byte","0x25","01"
"Gnu","2601","00000","01","26","es","","01"
"Gnu","2701","00000","01","27","daa","","01"
"Gnu","2801","00000","02","2801","sub","BYTE PTR [bx+di],al","00"
"Gnu","2901","00000","02","2901","sub","WORD PTR [bx+di],ax","00"
"Gnu","2A01","00000","02","2A01","sub","al,BYTE PTR [bx+di]","00"
"Gnu","2B01","00000","02","2B01","sub","ax,WORD PTR [bx+di]","00"
"Gnu","2C01","00000","02","2C01","sub","al,0x1","00"
"Gnu","2D01","00000","01","2D",".byte","0x2d","01"
"Gnu","2E01","00000","01","2E","cs","","01"
"Gnu","2F01","00000","01","2F","das","","01"
"Gnu","3001","00000","02","3001","xor","BYTE PTR [bx+di],al","00"
"Gnu","3101","00000","02","3101","xor","WORD PTR [bx+di],ax","00"
"Gnu","3201","00000","02","3201","xor","al,BYTE PTR [bx+di]","00"
"Gnu","3301","00000","02","3301","xor","ax,WORD PTR [bx+di]","00"
"Gnu","3401","00000","02","3401","xor","al,0x1","00"
"Gnu","3501","00000","01","35",".byte","0x35","01"
"Gnu","3601","00000","01","36","ss","","01"
"Gnu","3701","00000","01","37","aaa","","01"
"Gnu","3801","00000","02","3801","cmp","BYTE PTR [bx+di],al","00"
"Gnu","3901","00000","02","3901","cmp","WORD PTR [bx+di],ax","00"
"Gnu","3A01","00000","02","3A01","cmp","al,BYTE PTR [bx+di]","00"
"Gnu","3B01","00000","02","3B01","cmp","ax,WORD PTR [bx+di]","00"
"Gnu","3C01","00000","02","3C01","cmp","al,0x1","00"
"Gnu","3D01","00000","01","3D",".byte","0x3d","01"
"Gnu","3E01","00000","01","3E","ds","","01"
"Gnu","3F01","00000","01","3F","aas","","01"
"Gnu","4001","00000","01","40","inc","ax","01"
"Gnu","4101","00000","01","41","inc","cx","01"
"Gnu","4201","00000","01","42","inc","dx","01"
"Gnu","4301","00000","01","43","inc","bx","01"
"Gnu","4401","00000","01","44","inc","sp","01"
"Gnu","4501","00000","01","45","inc","bp","01"
"Gnu","4601","00000","01","46","inc","si","01"
"Gnu","4701","00000","01","47","inc","di","01"
"Gnu","4801","00000","01","48","dec","ax","01"
"Gnu","4901","00000","01","49","dec","cx","01"
"Gnu","4A01","00000","01","4A","dec","dx","01"
"Gnu","4B01","00000","01","4B","dec","bx","01"
"Gnu","4C01","00000","01","4C","dec","sp","01"
"Gnu","4D01","00000","01","4D","dec","bp","01"
"Gnu","4E01","00000","01","4E","dec","si","01"
"Gnu","4F01","00000","01","4F","dec","di","01"
"Gnu","5001","00000","01","50","push","ax","01"
"Gnu","5101","00000","01","51","push","cx","01"
"Gnu","5201","00000","01","52","push","dx","01"
"Gnu","5301","00000","01","53","push","bx","01"
"Gnu","5401","00000","01","54","push","sp","01"
"Gnu","5501","00000","01","55","push","bp","01"
"Gnu","5601","00000","01","56","push","si","01"
"Gnu","5701","00000","01","57","push","di","01"
"Gnu","5801","00000","01","58","pop","ax","01"
"Gnu","5901","00000","01","59","pop","cx","01"
"Gnu","5A01","00000","01","5A","pop","dx","01"
"Gnu","5B01","00000","01","5B","pop","bx","01"
"Gnu","5C01","00000","01","5C","pop","sp","01"
"Gnu","5D01","00000","01","5D","pop","bp","01"
"Gnu","5E01","00000","01","5E","pop","si","01"
"Gnu","5F01","00000","01","5F","pop","di","01"
"Gnu","6001","00000","01","60","pusha","","01"
"Gnu","6101","00000","01","61","popa","","01"
"Gnu","6201","00000","02","6201","bound","ax,DWORD PTR [bx+di]","00"
"Gnu","6301","00000","02","6301","arpl","WORD PTR [bx+di],ax","00"
"Gnu","6401","00000","01","64","fs","","01"
"Gnu","6501","00000","01","65","gs","","01"
"Gnu","6601","00000","01","66","data32","","01"
"Gnu","6701","00000","01","67","addr32","","01"
"Gnu","6801","00000","01","68",".byte","0x68","01"
"Gnu","6901","00000","01","69",".byte","0x69","01"
"Gnu","6A01","00000","02","6A01","push","0x1","00"
"Gnu","6B01","00000","01","6B",".byte","0x6b","01"
"Gnu","6C01","00000","01","6C","ins","BYTE PTR es:[di],dx","01"
"Gnu","6D01","00000","01","6D","ins","WORD PTR es:[di],dx","01"
"Gnu","6E01","00000","01","6E","outs","dx,BYTE PTR ds:[si]","01"
"Gnu","6F01","00000","01","6F","outs","dx,WORD PTR ds:[si]","01"
"Gnu","7001","00000","02","7001","jo","0x3","00"
"Gnu","7101","00000","02","7101","jno","0x3","00"
"Gnu","7201","00000","02","7201","jb","0x3","00"
"Gnu","7301","00000","02","7301","jae","0x3","00"
"Gnu","7401","00000","02","7401","je","0x3","00"
"Gnu","7501","00000","02","7501","jne","0x3","00"
"Gnu","7601","00000","02","7601","jbe","0x3","00"
"Gnu","7701","00000","02","7701","ja","0x3","00"
"Gnu","7801","00000","02","7801","js","0x3","00"
"Gnu","7901","00000","02","7901","jns","0x3","00"
"Gnu","7A01","00000","02","7A01","jp","0x3","00"
"Gnu","7B01","00000","02","7B01","jnp","0x3","00"
"Gnu","7C01","00000","02","7C01","jl","0x3","00"
"Gnu","7D01","00000","02","7D01","jge","0x3","00"
"Gnu","7E01","00000","02","7E01","jle","0x3","00"
"Gnu","7F01","00000","02","7F01","jg","0x3","00"
"Gnu","8001","00000","01","80",".byte","0x80","01"
"Gnu","8101","00000","01","81",".byte","0x81","01"
"Gnu","8201","00000","01","82",".byte","0x82","01"
"Gnu","8301","00000","01","83",".byte","0x83","01"
"Gnu","8401","00000","02","8401","test","BYTE PTR [bx+di],al","00"
"Gnu","8501","00000","02","8501","test","WORD PTR [bx+di],ax","00"
"Gnu","8601","00000","02","8601","xchg","BYTE PTR [bx+di],al","00"
"Gnu","8701","00000","02","8701","xchg","WORD PTR [bx+di],ax","00"
"Gnu","8801","00000","02","8801","mov","BYTE PTR [bx+di],al","00"
"Gnu","8901","00000","02","8901","mov","WORD PTR [bx+di],ax","00"
"Gnu","8A01","00000","02","8A01","mov","al,BYTE PTR [bx+di]","00"
"Gnu","8B01","00000","02","8B01","mov","ax,WORD PTR [bx+di]","00"
"Gnu","8C01","00000","02","8C01","mov","WORD PTR [bx+di],es","00"
"Gnu","8D01","00000","02","8D01","lea","ax,[bx+di]","00"
"Gnu","8E01","00000","02","8E01","mov","es,WORD PTR [bx+di]","00"
"Gnu","8F01","00000","02","8F01","pop","WORD PTR [bx+di]","00"
"Gnu","9001","00000","01","90","nop","","01"
"Gnu","9101","00000","01","91","xchg","cx,ax","01"
"Gnu","9201","00000","01","92","xchg","dx,ax","01"
"Gnu","9301","00000","01","93","xchg","bx,ax","01"
"Gnu","9401","00000","01","94","xchg","sp,ax","01"
"Gnu","9501","00000","01","95","xchg","bp,ax","01"
"Gnu","9601","00000","01","96","xchg","si,ax","01"
"Gnu","9701","00000","01","97","xchg","di,ax","01"
"Gnu","9801","00000","01","98","cbw","","01"
"Gnu","9901","00000","01","99","cwd","","01"
"Gnu","9A01","00000","01","9A",".byte","0x9a","01"
"Gnu","9B01","00000","01","9B","fwait","","01"
"Gnu","9C01","00000","01","9C","pushf","","01"
"Gnu","9D01","00000","01","9D","popf","","01"
"Gnu","9E01","00000","01","9E","sahf","","01"
"Gnu","9F01","00000","01","9F","lahf","","01"
"Gnu","A001","00000","01","A0",".byte","0xa0","01"
"Gnu","A101","00000","01","A1",".byte","0xa1","01"
"Gnu","A201","00000","01","A2",".byte","0xa2","01"
"Gnu","A301","00000","01","A3",".byte","0xa3","01"
"Gnu","A401","00000","01","A4","movs","BYTE PTR es:[di],BYTE PTR ds:[si]","01"
"Gnu","A501","00000","01","A5","movs","WORD PTR es:[di],WORD PTR ds:[si]","01"
"Gnu","A601","00000","01","A6","cmps","BYTE PTR ds:[si],BYTE PTR es:[di]","01"
"Gnu","A701","00000","01","A7","cmps","WORD PTR ds:[si],WORD PTR es:[di]","01"
"Gnu","A801","00000","02","A801","test","al,0x1","00"
"Gnu","A901","00000","01","A9",".byte","0xa9","01"
"Gnu","AA01","00000","01","AA","stos","BYTE PTR es:[di],al","01"
"Gnu","AB01","00000","01","AB","stos","WORD PTR es:[di],ax","01"
"Gnu","AC01","00000","01","AC","lods","al,BYTE PTR ds:[si]","01"
"Gnu","AD01","00000","01","AD","lods","ax,WORD PTR ds:[si]","01"
"Gnu","AE01","00000","01","AE","scas","al,BYTE PTR es:[di]","01"
"Gnu","AF01","00000","01","AF","scas","ax,WORD PTR es:[di]","01"
"Gnu","B001","00000","02","B001","mov","al,0x1","00"
"Gnu","B101","00000","02","B101","mov","cl,0x1","00"
"Gnu","B201","00000","02","B201","mov","dl,0x1","00"
"Gnu","B301","00000","02","B301","mov","bl,0x1","00"
"Gnu","B401","00000","02","B401","mov","ah,0x1","00"
"Gnu","B501","00000","02","B501","mov","ch,0x1","00"
"Gnu","B601","00000","02","B601","mov","dh,0x1","00"
"Gnu","B701","00000","02","B701","mov","bh,0x1","00"
"Gnu","B801","00000","01","B8",".byte","0xb8","01"
"Gnu","B901","00000","01","B9",".byte","0xb9","01"
"Gnu","BA01","00000","01","BA",".byte","0xba","01"
"Gnu","BB01","00000","01","BB",".byte","0xbb","01"
"Gnu","BC01","00000","01","BC",".byte","0xbc","01"
"Gnu","BD01","00000","01","BD",".byte","0xbd","01"
"Gnu","BE01","00000","01","BE",".byte","0xbe","01"
"Gnu","BF01","00000","01","BF",".byte","0xbf","01"
"Gnu","C001","00000","01","C0",".byte","0xc0","01"
"Gnu","C101","00000","01","C1",".byte","0xc1","01"
"Gnu","C201","00000","01","C2",".byte","0xc2","01"
"Gnu","C301","00000","01","C3","ret","","01"
